name,ssn_solved,ssn_status,pmm_iter,ssn_iter,ssn_obj,pmm_tol_achieved,ssn_time,qpalm_solved,qpalm_status,qpalm_iter,qpalm_inner_iter,qpalm_obj,qpalm_tol_achieved,qpalm_time,osqp_solved,osqp_status,osqp_iter,osqp_obj,osqp_tol_achieved,osqp_time
S268,1,0,3,5,-7.275957614183426e-12,6.38821080059897e-07,0.000151458,1,1,5,7,0.00039487403955718037,0.006628919754078942,2.9249e-05,1,1,250,0.00020592053442669567,0.005304771692429691,9.0083e-05
STADAT1,1,0,1267,62055,-28530653.847255677,9.664175935367349e-07,36.511524666,1,1,146,1104,-28526860.722362,0.0018837299556659756,0.902359165,0,8,692075,-28702810.939791214,0.5143706559558118,60.000192291000005
STADAT2,1,0,52,787,-32.62678137024089,2.9294022487721553e-07,0.820094792,1,1,12,447,-32.62666092617278,2.527886953892933e-07,0.31206729,0,8,690499,-33.766605962010125,0.0904736383083048,60.000234874
STADAT3,1,0,71,2250,-35.77941081375287,7.697647243222851e-07,4.875412583,1,1,17,616,-35.779460263322335,8.142825919142322e-07,0.981332957,0,8,349230,-38.13245081714653,0.26931240233645354,60.000407749000004
STCQP1,1,0,11,39,155143.0189532737,6.996366734090221e-07,0.70716,1,1,20,47,155143.55088111933,8.890638437009102e-06,0.13299904,1,1,75,155143.55470415507,1.0339212704493338e-07,0.027475123999999997
STCQP2,1,0,13,67,22327.300096125677,5.613800912676389e-07,1.1299324579999999,1,1,18,40,22327.31294054062,1.2142553008853696e-05,0.22789953899999998,1,1,75,22327.313272417334,2.371801562959307e-08,0.054814166
TAME,1,0,1,2,0.0,4.273106645890935e-07,6.7625e-05,1,1,2,4,2.6937728588081415e-24,4.999989654767496e-08,1.7582000000000002e-05,1,1,50,2.4651903288156624e-32,2.495113274690002e-09,1.9457e-05
UBH1,1,0,50,1325,1.807741914627442,9.67992080018987e-07,4.142591959000001,1,1,100,200,1.6168367627172242,0.0013663956279711198,0.633021916,1,1,24125,1.116000817319064,1.5235365656609625e-08,12.222228666
VALUES,1,0,12,83,-1.2680218857357892,7.088876042576682e-07,0.023381458,1,1,4,38,-1.3966207845262746,5.339817355001143e-07,0.0025097899999999996,1,1,975,-1.3966225798117733,1.5286485876695425e-06,0.009548291
YAO,1,0,69,2563,7.227209980489647,7.353535057116962e-07,0.862218041,1,1,698,5734,105.97539238712551,1.0185246062815364e-06,2.287934749,0,3,748225,1e+30,1.6932977326000646e-05,49.559617624000005
ZECEVIC2,1,0,2,3,-4.125000002753846,4.999993752363707e-10,5.7042e-05,1,1,2,5,-4.125000000185003,1.0000640716285725e-08,2.8706e-05,1,1,100,-4.124999965783571,2.724227243788846e-08,2.5540999999999998e-05
